annotation_id	run_at	result	error
5a9ef8ce6872ea5a0e66186b43bb7839	2026-02-26 19:46:18	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/761/615/GCA_024761615.1_ASM2476161v1/GCA_024761615.1_ASM2476161v1_genomic.fna.gz: Forbidden
5f09f5e7b07f584b8ab07ecf2f53e88d	2026-02-26 19:46:41	success	NA
6392518fef312a1c5cda8f57a4a6bb2d	2026-02-26 19:46:59	success	NA
67c668ee28474ea832f1ca866f474bc8	2026-02-26 19:47:21	success	NA
6bf997c1d25df47317b90c086da34327	2026-02-26 19:48:28	success	NA
70a53d11cbb40a6543633c7f59974cb3	2026-02-26 19:50:40	success	NA
7553fad3a706932356c5873cea268f7a	2026-02-26 19:51:20	success	NA
79b6f30477b463d995d32a429d886c40	2026-02-26 19:52:08	success	NA
7e8aea6838e0c77958e982133858c3a1	2026-02-26 19:52:08	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/330/735/GCA_025330735.1_MorGBAus27b_1/GCA_025330735.1_MorGBAus27b_1_genomic.gff.gz: Forbidden
8308f2ca2b9ada818e3ae891c356943f	2026-02-26 19:52:31	success	NA
87c552c61dd4f1e29e27f04b00b399d6	2026-02-26 19:52:58	success	NA
8c0596a1c7f171fc4794fc024845b673	2026-02-26 19:53:12	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/700/155/GCA_001700155.1_Rongchang_pig_v1/GCA_001700155.1_Rongchang_pig_v1_genomic.fna.gz: Forbidden
906d82be25eddfbe5c500020af42f07e	2026-02-26 19:55:19	success	NA
94ede4f7ede93dbf2a7876f489a48165	2026-02-26 19:55:57	success	NA
9909cfb5f0a5dee5f396f58d11a640e6	2026-02-26 19:56:53	success	NA
9db17c5f0048a1cd236296c822cbdcc0	2026-02-26 19:57:06	success	NA
a1f6901c3a9533320053de50ff28193c	2026-02-26 19:57:25	success	NA
a5e86034b6631bc422752c59d2356534	2026-02-26 19:57:51	success	NA
aa64a9f4aeeafe49bc63cc72a932e98f	2026-02-26 19:58:13	success	NA
aee667517e6b20ca6e1295b687dbdffb	2026-02-26 19:58:45	fail	"FASTA index file /tmp/tmp.4yYcIhZfi4/input.fna.fai created.
Warning: couldn't find fasta record for 'MT'!
Error: no genomic sequence available (check -g option!).
"
b2ff4eea38fdce5f4ccdf0d7269f2306	2026-02-26 19:59:11	success	NA
b74a0aa2476a01b539cc5a79055ff319	2026-02-26 20:00:06	success	NA
bbb874a27da5470c5562e0d182503821	2026-02-26 20:00:36	success	NA
c0ae11a2523b2c797675ebee8eada6b1	2026-02-26 20:00:41	fail	"FASTA index file /tmp/tmp.YNR31FxWJH/input.fna.fai created.
"
c510d0f07837f289b75a12b3485bcbdb	2026-02-26 20:01:01	success	NA
c91199dbd9f935bd190e8dcd25bed876	2026-02-26 20:01:31	fail	"FASTA index file /tmp/tmp.iTCEmO7Ib6/input.fna.fai created.
Warning: couldn't find fasta record for 'MT'!
Error: no genomic sequence available (check -g option!).
"
cd65e0bdba8bee5be7e1741ad107f8e1	2026-02-26 20:01:57	success	NA
d1bd591283b639cdab861045b709bc88	2026-02-26 20:03:27	success	NA
d6a04494da483c617829e1ded5f4c48d	2026-02-26 20:05:20	success	NA
da81c776a5de0fd3239e4592ffef56c9	2026-02-26 20:05:53	success	NA
df240ef3d3f3ecd96a543ed881681d1b	2026-02-26 20:06:16	success	NA
e31e348aa7fc0a911a1b4e1c7010311d	2026-02-26 20:07:28	success	NA
e783050444a3a1458d428437d4b0c008	2026-02-26 20:07:45	success	NA
ec24b5bb84fe252967fc2c4dbc90d774	2026-02-26 20:08:16	success	NA
f03d4f02924aba3e10bc6309be9a3dcc	2026-02-26 20:09:00	success	NA
f435a4641d279e1bbf404a9dd39d6936	2026-02-26 20:09:06	fail	"FASTA index file /tmp/tmp.tLNVRrsvXI/input.fna.fai created.
"
f8595b2aee2d055e08970cbb78af4eab	2026-02-26 20:09:44	success	NA
fc7c2fccec110851dccae4f46c79355c	2026-02-26 20:10:06	success	NA
0010f151b254fc1827eac1f5685f477b	2026-02-26 19:29:42	success	NA
04cd57657f928e8907f890bc91bb18ef	2026-02-26 19:30:04	success	NA
0997676a8d575feb74526db7e161e770	2026-02-26 19:30:47	fail	"FASTA index file /tmp/tmp.MOwuxR6bZ8/input.fna.fai created.
Warning: couldn't find fasta record for 'MT'!
Error: no genomic sequence available (check -g option!).
"
0e29419fcf8b9b1af3a9897a2b2b0876	2026-02-26 19:33:16	success	NA
12b03dff657452849c585c15f725c130	2026-02-26 19:33:38	success	NA
16dbe4b5ed12aec12f207889ad83c040	2026-02-26 19:34:13	success	NA
1bbf00e28470020a5ee4790f5ace1589	2026-02-26 19:34:34	success	NA
1ff254abd89133b341e5d21813dd932e	2026-02-26 19:35:27	fail	"FASTA index file /tmp/tmp.GKkGBMKjya/input.fna.fai created.
Error parsing strand (?) from GFF line:
NC_007602.1	RefSeq	mRNA	72052	142303	.	?	.	ID=rna-NitoCp056;Parent=gene-NitoCp056;Dbxref=GeneID:3776382;exception=trans-splicing;gbkey=mRNA;gene=rps12;locus_tag=NitoCp056
"
24acb5a42ef6c7db43a1d1387280787a	2026-02-26 19:36:18	success	NA
2918ff36fd3b72d87fad7ddfa7b91a03	2026-02-26 19:37:53	success	NA
2d518e9e4760a6dc36edf08c7f374d7f	2026-02-26 19:38:20	success	NA
318f026dfbe19d72c980097683335dff	2026-02-26 19:39:00	success	NA
3694bf885b6b64d3c099a94e9116356e	2026-02-26 19:39:58	success	NA
3b2f604b290ae177c418c529ede4af27	2026-02-26 19:40:18	success	NA
3ff382b98792dec98fba6732477d7d5d	2026-02-26 19:42:45	success	NA
447d1b63a437b521017c17daaa5e0317	2026-02-26 19:43:00	success	NA
49349e61f3423c6d479b32254ddada66	2026-02-26 19:43:07	success	NA
4d97bc499a7ba40e1378254782a6a2df	2026-02-26 19:43:19	success	NA
52542572d818fa658a8bb598a03f8038	2026-02-26 19:43:23	fail	"FASTA index file /tmp/tmp.6di71yJI5o/input.fna.fai created.
free(): invalid next size (normal)
/home/runner/work/BUSCO-tracker/BUSCO-tracker/scripts/01_extract_proteins.sh: line 59:  9125 Aborted                 (core dumped) gffread -g ""$FASTA_FILE"" -y ""$ALL_PROTEINS_OUTPUT"" ""$GFF_FILE""
"
569793876651eb5a6c0a836b93c5b117	2026-02-26 19:44:05	success	NA
5aa2e799d13abdfcdc90e305372fe35d	2026-02-26 19:44:38	success	NA
5f0a188fa5c6dbf2a9da3ef3121eb959	2026-02-26 19:45:00	success	NA
639813ea082019c7a7e754b16883c112	2026-02-26 19:45:41	success	NA
67c743994f380b884e9faaf4322c1b69	2026-02-26 19:46:08	success	NA
6bfcc42699651ed19f9bf02f7b48afee	2026-02-26 19:46:30	success	NA
70a9c7a75b0bb3ee9eb4b186c91195c6	2026-02-26 19:46:48	success	NA
75594548fc0d964136378e2d0bfca2a6	2026-02-26 19:47:10	success	NA
79b923424c553e7804529fd8b12cf7d7	2026-02-26 19:47:34	success	NA
7e99cd2e4892836efd77466b3fc16f3f	2026-02-26 19:47:53	success	NA
8313de915a8b06fa5a7575c556fbfdec	2026-02-26 19:49:08	success	NA
87d184b8823bdba550c925ac4e08a51f	2026-02-26 19:49:14	success	NA
8c068c1695fd3f1ca5ebb9fd592b3581	2026-02-26 19:49:52	success	NA
906fcb3a0dedae7bf9fdd4bd479afaa6	2026-02-26 19:50:13	success	NA
94f1cb616d915fb3b1590e87a9d02614	2026-02-26 19:50:43	success	NA
99118d245396f6e8c5c699c7d1498a0a	2026-02-26 19:51:02	success	NA
9db4db960ccfc1a45e6aba0c83135ac0	2026-02-26 19:52:50	success	NA
a1fbe6c2074a7af564c4b8e5121056c1	2026-02-26 19:53:12	success	NA
a5f49da9372a4775c34743fcbb5a6694	2026-02-26 19:53:47	success	NA
aa7795a941e73a0c50f3eea75ead9ca4	2026-02-26 19:54:07	success	NA
aee82eeca32d27bc7f8e339d0a0ea3c8	2026-02-26 19:54:26	success	NA
b305601652a05eb16c0579e2175aab75	2026-02-26 19:54:49	success	NA
b74c3e9451f3c5afcf1483e740c20446	2026-02-26 19:55:13	success	NA
bbbe15ff1d23de4f9fd8ed4df884e39e	2026-02-26 19:55:27	success	NA
c0b3c44d28e16fb6fd59d8d5e3cdbd91	2026-02-26 19:56:06	fail	"FASTA index file /tmp/tmp.ve9Hfkucoo/input.fna.fai created.
malloc(): invalid size (unsorted)
/home/runner/work/BUSCO-tracker/BUSCO-tracker/scripts/01_extract_proteins.sh: line 59: 18077 Aborted                 (core dumped) gffread -g ""$FASTA_FILE"" -y ""$ALL_PROTEINS_OUTPUT"" ""$GFF_FILE""
"
c511a0759681714472838a78c0590748	2026-02-26 19:56:30	success	NA
c9160b944952d875bdf18de03272b9ad	2026-02-26 19:57:12	fail	"FASTA index file /tmp/tmp.6dcqWV4huH/input.fna.fai created.
malloc(): invalid size (unsorted)
/home/runner/work/BUSCO-tracker/BUSCO-tracker/scripts/01_extract_proteins.sh: line 59: 18485 Aborted                 (core dumped) gffread -g ""$FASTA_FILE"" -y ""$ALL_PROTEINS_OUTPUT"" ""$GFF_FILE""
"
cd685965df751f0f2364bfbd6444c214	2026-02-26 19:57:17	fail	"FASTA index file /tmp/tmp.DPCBd1VxRY/input.fna.fai created.
double free or corruption (!prev)
/home/runner/work/BUSCO-tracker/BUSCO-tracker/scripts/01_extract_proteins.sh: line 59: 18551 Aborted                 (core dumped) gffread -g ""$FASTA_FILE"" -y ""$ALL_PROTEINS_OUTPUT"" ""$GFF_FILE""
"
d1c2435b9bc69298963d23b1a7a1164c	2026-02-26 19:58:19	fail	"FASTA index file /tmp/tmp.wOH0vYoOfo/input.fna.fai created.
Warning: couldn't find fasta record for 'MT'!
Error: no genomic sequence available (check -g option!).
"
d6a3258c0b84c62c5ee9da8f9dc411c4	2026-02-26 19:59:39	fail	"FASTA index file /tmp/tmp.Nr3OehI0rG/input.fna.fai created.
Warning: couldn't find fasta record for 'MT'!
Error: no genomic sequence available (check -g option!).
"
da8510a213a7138317bb4e9f075d79d8	2026-02-26 19:59:59	success	NA
df24543be1f16917769844f833f4ef3f	2026-02-26 20:04:13	success	NA
e326c003b32457afee0aa0947f6c7c84	2026-02-26 20:05:07	success	NA
e790ef14a539c37b5d70bd64c77acb2e	2026-02-26 20:05:24	success	NA
ec2bb9427f206d745f990e942d88713c	2026-02-26 20:05:50	success	NA
f03eb6881c0236a8c3e6889948f91ee7	2026-02-26 20:07:02	success	NA
f43661d58ef197602457c06e82575be1	2026-02-26 20:07:24	success	NA
f85f27a6dafabf7fb5db3090b9213974	2026-02-26 20:07:46	success	NA
fc7e7901ebf5a005c391b36276a56d60	2026-02-26 20:08:31	success	NA
003003d1dfdebce703f7185a54d0f2e1	2026-02-26 19:31:43	success	NA
04f3f8da3a716983fb8a1a8cc7644229	2026-02-26 19:32:40	success	NA
09a9b630975fd530edf27fb7664422df	2026-02-26 19:34:33	success	NA
0e4df02f50dbc26c33f326c5bab761db	2026-02-26 19:36:15	success	NA
12cb2888c266b225e9e942c260e52f67	2026-02-26 19:36:35	success	NA
17067d686c7e575bbda9a1010bb27066	2026-02-26 19:36:57	success	NA
1bdc38676a519bab1e43203f55f25946	2026-02-26 19:37:51	success	NA
201429137d602cf13b6b376f4d885bd1	2026-02-26 19:38:05	success	NA
24ce708bd75c6c18b955ed9763e4bd3a	2026-02-26 19:38:29	success	NA
295730895f2aaf95c4c18f715700b434	2026-02-26 19:38:43	success	NA
2d7dae58dbbcb13cc6d3f5d1cc28d736	2026-02-26 19:39:08	success	NA
31aeb9470e05faf85e02fe439221e512	2026-02-26 19:41:09	success	NA
36b0067503b48a124123086708d70f31	2026-02-26 19:42:04	success	NA
3b5fd81bcfa5e8a0117d36d14b64be3b	2026-02-26 19:43:01	success	NA
401bbf7310cf09e76296a25cf77f749d	2026-02-26 19:43:01	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/341/865/GCA_024341865.1_Gasu_v2/GCA_024341865.1_Gasu_v2_genomic.gff.gz: Forbidden
44a6fc86ec90bc1abbc78872c571647a	2026-02-26 19:43:19	success	NA
496408ead85bb12ee66926d067b8a672	2026-02-26 19:43:25	fail	"FASTA index file /tmp/tmp.2S2RJfDDEo/input.fna.fai created.
double free or corruption (!prev)
/home/runner/work/BUSCO-tracker/BUSCO-tracker/scripts/01_extract_proteins.sh: line 59:  8597 Aborted                 (core dumped) gffread -g ""$FASTA_FILE"" -y ""$ALL_PROTEINS_OUTPUT"" ""$GFF_FILE""
"
4dbac36235efdc50e3769f394cddb251	2026-02-26 19:43:58	success	NA
52880b46434ef647ce6506007f32aef5	2026-02-26 19:45:35	success	NA
56d0e13331f9e2b2c23a3849424824be	2026-02-26 19:45:35	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/124/615/GCA_949124615.1_ATM_1a.nuclear_genome.ScRAP/GCA_949124615.1_ATM_1a.nuclear_genome.ScRAP_genomic.gff.gz: Forbidden
5ac8a62780a56f3702ca95199d166a04	2026-02-26 19:46:18	success	NA
5f1fd37b3a94d9e8ed4e48887c3ff656	2026-02-26 19:46:41	success	NA
63af7ee4bdb607a9d16d2cbfb654d456	2026-02-26 19:47:24	fail	"FASTA index file /tmp/tmp.LxnsTuYuLr/input.fna.fai created.
Warning: couldn't find fasta record for 'MT'!
Error: no genomic sequence available (check -g option!).
"
67df8f667ab7270de15b85ada8717c4e	2026-02-26 19:48:16	success	NA
6c36afd709a44b0df883d51be03aa968	2026-02-26 19:48:37	success	NA
70d622bcd6b8ee2604deb4fb124d7032	2026-02-26 19:48:41	fail	"FASTA index file /tmp/tmp.TdUoclbq3s/input.fna.fai created.
"
75866738ba586147332ae67678d6b281	2026-02-26 19:48:42	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/339/455/GCA_003339455.1_ASM333945v1/GCA_003339455.1_ASM333945v1_genomic.fna.gz: Forbidden
79e3fa58eced131bebc7d7f584cd496c	2026-02-26 19:48:42	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/788/615/GCA_003788615.2_Terbo2/GCA_003788615.2_Terbo2_genomic.gff.gz: Forbidden
7eba427ae63bd473307579afefc70b6c	2026-02-26 19:49:01	success	NA
835206d938ba8c5c940767320426ea61	2026-02-26 19:49:24	success	NA
88075421a5b0b8dc3458ca72c2b43b69	2026-02-26 19:49:47	success	NA
8c31d13ccbceb33076846a88fe264793	2026-02-26 19:50:50	success	NA
90a56d246fb36aa0016e496eaf4e605f	2026-02-26 19:51:08	success	NA
951157b9eb0c3c5ff80048f377a8f209	2026-02-26 19:51:08	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/471/745/GCA_947471745.1_Genome_assembly_Closterium_sp._Naga37s-1/GCA_947471745.1_Genome_assembly_Closterium_sp._Naga37s-1_genomic.gff.gz: Forbidden
993bc4846668589c2fdab69bf4475bc1	2026-02-26 19:51:26	success	NA
9dd5ad344c1974aa5de51203994fe2cd	2026-02-26 19:53:51	success	NA
a21489bd570836a895140356f33d9ed2	2026-02-26 19:56:09	success	NA
a61eb502ba14f9fec3dcd755d2bc9156	2026-02-26 19:56:14	fail	"FASTA index file /tmp/tmp.jehGc0JPOp/input.fna.fai created.
"
aab6e1e05f5b9bf1a6f4a8b5fd4baf68	2026-02-26 19:56:21	fail	"FASTA index file /tmp/tmp.PQCF5bMs2D/input.fna.fai created.
"
af093540911114602f111411d05d8abf	2026-02-26 19:58:05	success	NA
b322a58e8549013ca9d7d6dfc83733f5	2026-02-26 19:58:22	success	NA
b76fce072ac9b9d8f8502762acd61d6e	2026-02-26 20:00:01	success	NA
bbe73126962e7d21840ce80eda9c1771	2026-02-26 20:00:16	success	NA
c0d766bfd360ad3d56f9362f113e8d2e	2026-02-26 20:00:41	success	NA
c54385f041caceb1263e1abfbc80938f	2026-02-26 20:01:08	success	NA
c927bb9a76b3e05b705ea64b4ffe1d7c	2026-02-26 20:02:18	success	NA
cd9ee2ffad0a4536ec45a272f32d04df	2026-02-26 20:02:33	success	NA
d1e6245d33b78f873125308c737dc554	2026-02-26 20:02:47	success	NA
d6c719a3f90bba915d6910782cfb98e2	2026-02-26 20:03:35	success	NA
dac576caecf80233ced1144018af230a	2026-02-26 20:04:01	success	NA
df495d9b7b48dbaf3ad4552c4a39a1ca	2026-02-26 20:04:54	success	NA
e348fdb912877ce5476807e499b9837e	2026-02-26 20:06:26	success	NA
e7b71a0bcbbb1760f1f54a05d1c0f282	2026-02-26 20:06:26	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/435/GCA_001632435.1_Calco1/GCA_001632435.1_Calco1_genomic.gff.gz: Forbidden
ec82e6d1512435a9832909194c477e80	2026-02-26 20:07:09	success	NA
f06e0fbf4141dec53d841d05a9a8dd25	2026-02-26 20:07:47	success	NA
f45c459ba82761401784db58bf2fd586	2026-02-26 20:08:11	success	NA
f885eeb802ac3e3cc388b3869bb110ed	2026-02-26 20:09:33	success	NA
fcad09ad8b2c0966e733df97c11d4c6e	2026-02-26 20:12:00	success	NA
01b07976dd5591af2d20267c5a20052d	2026-02-26 20:56:06	success	NA
06c7f5a05a0cb1921931f92a5357b60f	2026-02-26 20:56:44	success	NA
0b61e1b6943ccc0583b4993d49b306cc	2026-02-26 20:59:21	success	NA
0ff9b10032d4d4e45d4913a8e4dd4bd9	2026-02-26 20:59:44	success	NA
1452ca7559517bfd4c490d458b4bc154	2026-02-26 20:59:44	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/267/945/GCA_030267945.1_TrST_01/GCA_030267945.1_TrST_01_genomic.gff.gz: Forbidden
189719ca7bc89210b4d704b6121c8686	2026-02-26 21:00:07	success	NA
1d6ccaad89b72f8f64a6fa79f78d5b49	2026-02-26 21:00:25	success	NA
2190b41d7905a0f26946a9df913eb531	2026-02-26 21:01:20	success	NA
2665db8fa7d65e1b8b2c74956a1d8b43	2026-02-26 21:01:21	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/142/165/GCA_030142165.1_ASM3014216v1/GCA_030142165.1_ASM3014216v1_genomic.fna.gz: Forbidden
2aa012e72ca8b99e4bff7e9a4b3f9075	2026-02-26 21:04:21	success	NA
2f410eb8c8cd30dd9d8486c0070a219b	2026-02-26 21:04:39	success	NA
3358c9540f3cf965b75a0655e5d690fa	2026-02-26 21:04:40	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/447/505/GCA_001447505.1_T9_ISS409_r1.0/GCA_001447505.1_T9_ISS409_r1.0_genomic.fna.gz: Forbidden
38333e4243019b5b6cec9f2b5637b5aa	2026-02-26 21:04:41	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/565/GCA_003546565.1_astaci_KV/GCA_003546565.1_astaci_KV_genomic.gff.gz: Forbidden
3d26433b05eb97f6fcdda8a641632ac4	2026-02-26 21:04:55	success	NA
41683136021890c5b057c0b4ceb1a113	2026-02-26 21:06:22	success	NA
466210e6b74ba5b472b81a98af6a3f28	2026-02-26 21:06:56	success	NA
4b0586c12f23240e021e6af990a68f5a	2026-02-26 21:09:35	success	NA
4f719114500d89d01c36db341ba642ce	2026-02-26 21:10:12	success	NA
53ee1d60f9c34ede4efcae7aaf06ebd7	2026-02-26 21:13:02	success	NA
583b739864a61022faed8587a2c573f2	2026-02-26 21:14:01	success	NA
5c9ac8ed50c57abf06d58f7af1c4f546	2026-02-26 21:14:47	fail	"FASTA index file /tmp/tmp.KZVL4F3QPR/input.fna.fai created.
Warning: couldn't find fasta record for 'MT'!
Error: no genomic sequence available (check -g option!).
"
60d135f080db6c573ff3b3849591b9db	2026-02-26 21:15:54	success	NA
655a6479dd8d358b59f8e61aa9fecd3e	2026-02-26 21:17:46	success	NA
697ea11320951643421d8c739fa48a73	2026-02-26 21:18:47	success	NA
6db58c5dc3829951104ac48c1bc8c292	2026-02-26 21:18:53	fail	"FASTA index file /tmp/tmp.tKWOPGY8rZ/input.fna.fai created.
"
726012e1537075ba9c48da1bbccc1e85	2026-02-26 21:18:54	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/244/335/GCA_024244335.1_ASM2424433v1/GCA_024244335.1_ASM2424433v1_genomic.fna.gz: Forbidden
7742ca231000c683715311627ba61c78	2026-02-26 21:19:34	success	NA
7bf80485f5d8db4063d7e09457f85482	2026-02-26 21:21:20	success	NA
8032bd6112ee4084e8ae568dea3115e8	2026-02-26 21:21:41	success	NA
84e387f40636c43e6253b99b7a70945f	2026-02-26 21:22:08	success	NA
8974afff9cbb8ffea587aecbfeac2651	2026-02-26 21:22:33	success	NA
8ddc8a388a0f2cb33700cc440d50d95e	2026-02-26 21:22:57	success	NA
9231623f171f696aaeb56ba2aa711c97	2026-02-26 21:23:42	success	NA
96b0c2421991265c4235f7e62424622e	2026-02-26 21:27:03	success	NA
9ad9a2bdc7be2cd6cc6f04ee7760217d	2026-02-26 21:27:50	success	NA
9f20f486bc462faf1095ed00b6780c48	2026-02-26 21:29:03	success	NA
a35bfdd77302e081db2c17645e30c707	2026-02-26 21:29:24	success	NA
a7fc0a8a1747bbc99da845104a7ff970	2026-02-26 21:29:56	success	NA
ac3d18dd69ea2f6ada32d7ff59cf6ead	2026-02-26 21:30:19	success	NA
b06a46afd12d8e6ae595c4cd1ba8fc7f	2026-02-26 21:30:35	success	NA
b4c693c9e91e3bf65bc1d93378a7039b	2026-02-26 21:30:58	success	NA
b90d20dfbb3e96feaa9b6bfad56095a3	2026-02-26 21:31:49	success	NA
bd61a56a820eb7e2afbefa73658e75bc	2026-02-26 21:32:01	success	NA
c2680f842910fd8e6fac62c1db679d30	2026-02-26 21:32:01	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/703/685/GCA_024703685.1_ASM2470368v1/GCA_024703685.1_ASM2470368v1_genomic.gff.gz: Forbidden
c6a8c2e074f2b3ca125586712cf3c87d	2026-02-26 21:32:01	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/742/945/GCA_001742945.1_TSUd_r1.1/GCA_001742945.1_TSUd_r1.1_genomic.gff.gz: Forbidden
ca908aafe6ce1b392cbf68254c59949d	2026-02-26 21:32:43	success	NA
cf0bc81afc52ab9cec5c3b62ea7595fe	2026-02-26 21:33:07	success	NA
d38ac8031da5c58653d3b45d144fd1b7	2026-02-26 21:33:54	success	NA
d838ec8d77d4f4bc52fd749fc47e706b	2026-02-26 21:34:14	success	NA
dc6ca57fea057863b92a97cb69d148e3	2026-02-26 21:35:40	fail	"FASTA index file /tmp/tmp.Nvg5cSjdVE/input.fna.fai created.
Warning: couldn't find fasta record for 'MT'!
Error: no genomic sequence available (check -g option!).
"
e0acae85d1fa305538ec8b12c34fdeef	2026-02-26 21:36:02	success	NA
e4ea6a67ff0e3b70de6e29cfb2ac7caf	2026-02-26 21:36:21	fail	"FASTA index file /tmp/tmp.Lv2BJgsAVz/input.fna.fai created.
"
e96281c6be8fab85e98007516042ef93	2026-02-26 21:38:42	success	NA
edfb97b346de95c6a69db49eef71f503	2026-02-26 21:41:16	success	NA
f1df894c4116ee13b054571f55dbd37e	2026-02-26 21:41:49	success	NA
f5d85f4765ee7082c56c1f381edaedd3	2026-02-26 21:42:28	success	NA
f9cc4a56d977da78b1c653c784023a15	2026-02-26 21:45:08	success	NA
fe2910dd8ca0412ab6fdc7a89196b2b3	2026-02-26 21:45:48	success	NA
01ba37358100bfd7d62515827549d125	2026-02-27 00:02:47	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/950/023/065/GCA_950023065.1_ihPlaCitr1.1/GCA_950023065.1_ihPlaCitr1.1_genomic.fna.gz: Forbidden
06ca39025a56853a092c8e50e85cd793	2026-02-27 00:07:02	success	NA
0b639b9d36ae6d3125d252cd92e1ffdf	2026-02-27 00:07:53	success	NA
1015d39c6c91159443df90dad0396129	2026-02-27 00:08:31	success	NA
145314522e06476468d62f8cfb2874e2	2026-02-27 00:09:12	success	NA
18a061239cbe93840c30d98cf384864a	2026-02-27 00:09:33	success	NA
1d7690f6b468c1435f2ba93e876b745d	2026-02-27 00:11:21	success	NA
219a2f01b4dfc57b8a75882c873d8c19	2026-02-27 00:11:21	fail	HTTP 403 downloading https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/575/725/GCA_027575725.1_UCR_CoemRSA486_1.0/GCA_027575725.1_UCR_CoemRSA486_1.0_genomic.gff.gz: Forbidden
2666c77dc5c585ce91019e1652de463a	2026-02-27 00:11:29	success	NA
2aaa8796c522df13950fdcf36771c537	2026-02-27 00:11:48	success	NA
2f4eeaa97b870259753e48300a393fd4	2026-02-27 00:12:10	success	NA
335ea4ce2a4a918fd72f7b42be1f1d04	2026-02-27 00:12:42	success	NA
383637574d3cad23211472c56813d258	2026-02-27 00:13:46	success	NA
